#,tweet,sector,Pricing,Appointments,Medical Staff,Customer Service,Emergency Services
11223,@KKESHKSA @ClusterQassim #بكم_نفخر ونسأل الله أن يحفظكم بحلكم وترحالكم ويحقق اهدافكم ويشفي مرضاكم ويجعل ماتقدمونه بميزان حسناتكم ويرحم أم وأب جابوكم.. اللهم آمين 💚🌹,public,3,3,3,1,3
11224,"@KKESHKSA @ClusterQassim رعاية صحية ممتازة جدً ، جهود عظيمة يشكرون عليها مستشفى روعة بالخدمات التي يقدمونها ،شكراً جزيلا لكم الى الأمام دائما",public,3,3,1,1,3
11225,@KKESHKSA شكرًا مستشفى الملك خالد,public,3,3,3,3,3
11226,@KKESHKSA  اشكر الانسان والاستاذ في الاخلاق محمد الاحمري على وقفته الانسانيه لهذا اليوم بكل امانه اعجز عن التعبير بما قام به في خدمة احد المرضى  وذلك بكل معاني الانسانيه واقول له الرجل المناسب في المكان المناسب وفقك الله,public,3,3,3,1,3
11227,@KKESHKSA ليا ٣٨سنه اتعامل مع المستشفى ومروا عليا اطباء من داخل والخارج وكانوا في قمة صبرهم وتحملهم لحالتي ومازالوا على استعداد لبذل الغالي والنفيس لارجاع البسمه وتعدل النفسية الحق يقال الف شكر للكادر الطبي والى الامام,public,3,3,1,3,3
11228,"@KKESHKSA كم وددت منذ فترة طويلة هذه لفتة الرائعه منكم وأشكركم على اهتمامكم وحرصكم الدائم.👍🏻اسعدتني جدا هذه الخدمة الرائعه جدا سرعة التواصل بين المرضى والقسم المختص ، كم تمنيت إيصال عدة كلمات شكر وكم ملاحظات وكم تمنيت هذه الخدمة الحمدلله والشكر على توفرها ، أسعدكم الباري كما اسعدتني .💙🙏🏻",public,3,3,3,1,3
11229,"@KKESHKSA صرح طبي نفخر به دوما، كادر طبي عالمي، خدمات طبيه و اجتماعيه. انتم في العيون 👍🏻",public,3,3,1,1,3
11230,"@KKESHKSA #يوم_الطبيب_العالمي  شكراً لكل طبيب وطبيبه تعاملو بـ الانسانية قبل المهنه شكراً لكم,واخص بشكري لـ الدكتور د.صالح المسفر و د.ابراهيم الجدعان  شكراً لكم على كل مجهود بذلتوه من أجل علاج مرضى الماء الأزرق بالعين من أرقى وانبل الاطباء الي عرفتهم أسلوب كلامهم الطيب لحاله علاج شكرا لكم",public,3,3,1,3,3
11231,"@KKESHKSA #يوم_الطبيب_العالمي جهودكم مشكورة ، ولا أنسى الدكتورة هيلة الحسين استشارية الجراحات التجميلية والتقويمية للعيون ، التي أجرت مطلع هذا العام عملية إزالة كيس دهني عند منتهى الجفنين لابني زياد ، وقد تكللت بالنجاح ولله الحمد .",public,3,3,1,3,3
11232,@KKESHKSA السلام عليكم أشكر الصيدلي المتميز وصاحب الاخلاق الراقية الصيدلي/مهند سمير علام             الله يجزاه خير الجزاء بما يقوم به من خدمة المرضى ومساعدتهم,public,3,3,1,1,3
11233,@KKESHKSA شكرا لهم جميعأ. أطباء قمه في الأخلاق التعامل.. وأخص بالشكر للدكتور حمود العتيبي.. أخلاق تعامل ذكاء مستوى انسان راقي بكل ماتعنيه الكلمه. قدوة للجميع. لانملك له سواء الدعاء في ظهر الغيب. بأن يبارك له في صحته وعافيته. ونراه في مناصب اعلا. فهو يستحق ذلك..,public,3,3,1,3,3
11234,@KKESHKSA جهد تطويرية ملموسة واهتمام بصحة وسلامة المرضى شكرآ لفريق المستشفى ولإدارته ومزيد من التقدم,public,3,3,1,1,3
11235,@KKESHKSA @hdhibi انا لي حوالي اكثر من ثلاث سنوات اراجع عندهم . صراحة قمة في الاداء المهني والرعاية الطبية ونظافة اقسام المستشفي . يشكرون على مايذبلوه من جهد ورعاية لجميع المرضي.والى الامام سيرو.,public,3,3,1,1,3
11236,@KKESHKSA شكرا لكم على تجاوبكم السريع لحجز المواعيد,public,3,3,3,1,3
11237,@KKESHKSA @Saudia_Care شكراً لكم بفضل من الله تم الحضور للموعد وكلمة حق فخورين جداً بهذا الصرح الطبي الكبير والذي يعتبر من مفاخر الوطن الغالي وفقكم الله واكرر الشكر لكم على حسن التعامل ..,public,3,3,3,1,3
11238,@KKESHKSA ماشاء الله عليكم والله تساهلون انتم كل خير من أفضل المستشفيات تعامل مره عسل عسل واخلاق 😭❤️,public,3,3,3,1,3
11239,@KKESHKSA يشكر الكابتن فهد والدكتور عبدالعزيز على هذه الزيارات التي من شأنها رفع معنويات المرضى وكذلك إبراز دور المستشفى الاجتماعي والتواصل مع المشاهير للقيام بتلك الزيارات. والله هذا الصرح الطبي الكبير يقدم خدمات جليله فالشكر لكم جميعا.,public,3,3,1,1,3
11240,"@KKESHKSA الشكر والتقدير لكل منتسب لهذا الصرح الطبي الكبير، والله جهودكم ملموسه وتعاونكم كذلك ، فلكم جزيل الشكر والثناء ولكم وافر الدعاء، وفقكم الله.   شكر خاص للدكتورة سمر السويلم في عيادة ٥ والاستاذه سهى.",public,3,3,1,1,3
11241,"@KKESHKSA تذكرون بالخير فتشكرون للامانة كل من راجع وتعامل مع مستسفى الملك خالد التخصصي للعيون خرج وهو يثني ويدعي لكم باستثناء المواعيد قد تكون بعيدة ولكن من شاهد حجم المراجعين ألتمس لكم العذر ، بالنسبة لبعض الموظفين يعانون من طول وقت العمل وبالذات ايام الشتاء نأمل إعادة النظر بوضعهم.",public,3,0,3,0,3
11242,@KKESHKSA ونحن نفخر بمستشفى الملك خالدكونه معلم حضاري يضم كوكبة من أمهر الأطباء السعوديون,public,3,3,1,3,3
11243,@KKESHKSA الحمدلله على نعمة البصر والحمدلله على جميع النعم ونعمة الاطباء 😢 مجهودكم عظيم الله يعظم شأنكم يارب,public,3,3,1,3,3
11244,@KKESHKSA من يصدق اني كنت من كان عمري 11 سنه يارب م اشوف ب العين اليمنى وبعد صبر طويل بفضل من الله سبحانه ثم مستشفى الملك خالد للعيون مرتاح 😍❤️وأحسن من أول شكرًا والله لكم,public,3,3,3,3,3
11245,@KKESHKSA الحمد لله من قبل ومن بعد شكرا مستشفى الملك خالد وأخص بالشكر الدكتور عبدالعزيز الراجحي على المتابعة والاهتمام والدكتور فرغاس الطبيب المعالج رحلة علاج طويلة تكللت بالنجاح فلله الحمد وأسأل الله الشفاء لكل مريض فنعمة البصر لا يوازبها نعمة له الحمد والمنة,public,3,3,1,3,3
11246,@KKESHKSA شكرا  لما تقدمونه من رعاية للمرضى ونحن نعمل من أجل دعمكم,public,3,3,3,1,3
11247,@KKESHKSA انا عايشة بقرنيتين مو لي و الحمد لله حياتي تغيرت تماما شكرا لكم ❤️❤️,public,3,3,3,1,3
11248,@KKESHKSA  اسعد الله أوقاتكم بالمسرات   شكرا لخدماتكم الراقية والذكية وشكراً لطاقمكم البشري على الذوق والرقي في التعامل والتعاون ؛   شكر الله سعيكم وسدد خطاكم,public,3,3,1,1,3
11249,@KKESHKSA اشكر كل من يعمل في مستشفى الملك خالد التخصصي للعيون  من خلال مراجعاتي الخمس سنوات و اجرائي للعمليات  من خدمات مميزه وضبط المواعيد وقمة في التعامل الانساني ❤️,public,3,1,1,1,3
11250,@KKESHKSA باليت الإعلام يشوف الخدمات لي يقدمها لمرضى   مستشفى الملك خالد التخصصي العيون خدمة 5 نجوم الطاقم ممتاز المستشفى ب الكامل ممتاز  انتم تستحقون التكريم شكر لكم شكرا ❤️❤️,public,3,3,1,1,3
11251,@KKESHKSA #انتم_في_العيون  اشكر كل من يعمل في مستشفى الملك خالد التخصصي للعيون  من خلال مراجعاتي الخمس سنوات و اجرائي للعمليات  من خدمات مميزه وضبط المواعيد وقمة في التعامل الانساني   🌹,public,3,1,1,1,3
11252,@KKESHKSA شكرًا مستشفى الملك خالد للعيون على حسن الاستقبال وسرعة الإنجاز جزاكم الله خير❤️,public,3,3,3,1,3
11253,@KKESHKSA فكرة جميله وكل الشكر لجهودكم في خدمة المرضى.👍👍,public,3,3,3,1,3
11254,"@KKESHKSA والله جهودكم ملموسه والكل يثني عليكم، فعلا خدمة البريد الدوائي  متميزه وسريعه وتكون بشكل آمن وصحي، و انا أحد المرضى الذين تمت خدمتهم بذلك. بارك الله جهودكم وجزيتم خير الجزاء 💐",public,3,3,3,1,3
11255,"@KKESHKSA  مع ابني بطواري الصرح العظيم مستشفى الملك خالد التخصصي للعيون منشأة عالمية متخصصة لخدمتنا ومجاناً،موظف الاستقبال الاخ احمد ودكتور الطواري حمود  قمة بالرقي وحسن الخلق بارك الله بهم ،الحمدلله في #السعودية⁠ ⁠ نعيش بنعم. بارك الله بشباب وطني نفتخر بهم ونتشرف بهم 🇸🇦🇸🇦  https://t.co/SbV9hkfBik",public,1,3,1,1,1
11256,@KKESHKSA م حسيت كني مريض حسيت معكم ب امن وامان حسيت كني اخوكم وأنتم اخواني رحم الله ولديكم وكتب الله اجركم. شكرًا خاص من اعماق القلب لكل 😭❤️ م اقدر اعبر عن الشعور غير ادعي الكم,public,3,3,1,1,3
11257,@KKESHKSA يستاهلون  انا مراجع اتعالج في المستشفى واراهم رائعين ومهذبين ويتحملون ضغوطات العمل لي ملاحظة ارجوا من ادارة المستشفى ان تنتبه لها عدد المراجعين كثير وكثير جدا وفي غالب الاحيان لا يعمل سوى شباكين أو ثلاثة وهذا يجعل مدة الانتظار في الصيدلية اكثر من مدة الانتظار عند الطبيب المعالج,public,3,0,3,0,3
11258,@KKESHKSA اللهم امين وجزاكم الله. كل خير يعجز اللسان عن كلمة شكرًا مستحيل انسا إهتمام المستشفى فيني وعلاجي راح يبقى في القلب ودعواتي لكم اسأل الله يكتب لكم الخير ويفتح لكم أبواب الخير لكل طاقم المستشفى 😭❤️. من 7 سنوات معكم وربي البيت ماشفت منكم الى كل خير إهتمام ورعايه,public,3,3,1,1,3
11259,@KKESHKSA ❤️❤️والله كلمة شكرًا قليل بحقكم مشكورين بحجم السماء شكرًا الكل طاقم المستشفى من عيادة من صيدلية من خدمة اجتماعيه وقسم العمليات وقسم التنويم شكرًا ثم شكرًا ❤️,public,3,3,1,1,3
11260,@KKESHKSA شكرا لكم انتم باهتمامكم وتجاوبكم السريع ..بارك الله فيكم ..,public,3,3,3,1,3
11261,"@KKESHKSA #شكراً بحجم السماء على ماتقدمونه من خدمات وعلى ماحظت هذه الفئة لديكم من رعاية الطبيةواهتمام والتاهيل والتثقيف كلمة حق لكم فعلا شعاركم لمسناه في الواقع من ناحية المراجعين والمكفوفين ، المكفوفين اصبح لهم اهتمام رائع ..👌🏻👌🏻💐💐",public,3,3,1,1,3
11262,"@KKESHKSA  شكراً إدارة مستشفى الملك خالد التخصصي الطاقم الطبي الذي يعمل بالإجازة كان على مستوى رفيع جداً،الخدمة خمس نجوم  تحياتي القلبية لكم",public,3,3,1,1,3
11263,@KKESHKSA @bndrrr بصراحة ليس مبالغه في المدح لكن المكان الذي أفضله من خلال تجربتي في الطوارى قبل ٤ سنوات والله لم يتأخرون كثير الانتظار عادي وجدت حرص وتعامل رائع غير أني طلبت منهم أتحمل مسؤوليتي لكن حرصهم واهتمامهم كان رائع رفضوا واتخاذوا القرار المناسب بصراحه مكان رائع جدا لذلك تذكر كثافة الزوار,public,3,3,1,1,1
11264,"@KKESHKSA م شاءالله تبارك الله،،ليس مستغرب عليكم هذا الاهتمام . الله يكتب اجركم ويبارك في جهودكم رائعين دائما، لانقاس مشاعر المرضى عند زيارتهم في جميع الأيام وخاصه الان ايّام العيد ووقعها في نفوسهم أو من عاش تلك اللحظات خصوصا إن كان في مكان يصعب على أحبتهم زيارتهم .😢😢💐💐",public,3,3,3,1,3
11265,@KKESHKSA للأمانه تعاملكم مع المريض جدا رائع,public,3,3,3,1,3
11266,@KKESHKSA عندي موعد بكره يوم الثلاثاء .. بارك الله لك وجزاكم الله خير على خدمه المريض,public,3,2,3,1,3
11267,"@KKESHKSA شكرا لكلماتكم الرائعه ،، بالعكس جهودهم تذكر فتشكر وأنهم جمعوا بين الرعاية والتاهيل ، مهما تكلمت لان اوفي لهم حقهم وجدت حسن الاستقبال والاهتمام بفعلا كانوا عائلتي  مهما كانت دقائق الا أنهم وصلوا رسالتهم ..الله يجعلني عند حسن ظنكم بي .. شكرا لكم 💐💐",public,3,3,3,1,3
11268,@KKESHKSA اللهم امين والف شكر لكم ولخدمتكم الممتازة 🌺,public,3,3,3,1,3
11269,@KKESHKSA @moh_drmkurdi @ALNEMERK والله ان تعامل مستشفى الملك خالد للعيون رائع بصرف دواء وعيادات وترتيب  وعمليات,public,3,3,3,1,3
11270,"@KKESHKSA صرح طبي عظيم هو الأفضل في الشرق الأوسط و العالم بحكم بحثي الطويل للعلاج الحمد لله اولا و اخر ثم الشكر للكادر الطبي الماهر و الادارة الحكيمة و الموظفون المميزون ، شكرًا لكم جميعا ❤️🌹",public,3,3,1,1,3
11271,@KKESHKSA يسعدني أن أتقدم بخالص الشكر والتقدير  لما يقدمونه من خدمات طبية لجميع المرضى بكل حب واخلاص  والشكر الخاص. للدكتوره عهود والطاقم الطبي هم من أعطى امي الامل انها تشوف بعد الله 🌹اللهم لك الحمد,public,3,3,1,3,3
11272,@KKESHKSA والله انا غدا الاحد عندى اول موعد  فيه  وانا بصراحة مجيئ له بسبب سمعته جدااا ممتازة لأني كنت في اسبانيا في مستشفي باركير ببرشلونا وعاتبني احد الاطباء هناك كيف اترك مستشفى الملك خالد للعيون واراجع عندهم فقررت العودة لبلدي والكشف فيه وعسى الله يجعله خيرا ممانظن  وينفع بالأسباب,public,3,3,1,3,3
11273,@KKESHKSA كلمة شكرا قليل في حقكم اسال الله يكتب لكم الإجر ويحفظكم شكرا لكم 😭❤️,public,3,3,3,1,3
11274,@KKESHKSA والله شكرا والله شكرا رغم التعب مع المرض الى إنكم احصل تحفيز منكم بارك الله فيكم وجزاكم الله كل خير و الشكرا لطاقم المستشفى ب الكامل 😍❤️❤️❤️,public,3,3,1,1,3
11275,@KKESHKSA مشكورين أسرع خدمة صرف العلاج شكرا لكم ❤️  https://t.co/zq1b6vazIo,public,3,3,3,1,3
11276,@KKESHKSA كلمة شكرا قليل في حقكم شكرا إنكم وقفتم معاي في مرحلة علاجي شكرا من اعماق القلب شكرا وجزاكم الله خير و الشكر لطاقم المستشفى ب الكامل كلكم اخواني ماحسيت نفسي اني وحيد وغريب عندكم ب العكس انبسطت والفرحة  رغم الالم شكرا لكم جزاكم الله كل خير. 😭❤️❤️❤️,public,3,3,1,1,3
11277,"@KKESHKSA @Saad_Almasoud بالفعل المستشفى يقدم خدمات كبيرة في مجال تخصصه وبالقدر الذي يرضي مهنة الطب وخدمة المرضى ، وهذا من فضل الله وتوفيقه",public,3,3,1,1,3
11278,@KKESHKSA @semoon7 @FAHAD_ABO_BADER نحمد الله على فضله ومنه وكرمه بشفاء الوالد حفظه الله وأدام عليه الصحه والعافيه أخي أبا بدر.. وبمثل هذه المراكز الطبية نفخر ونأمل بوجود مثيل لها في كل مدينة. #رؤية_2030,public,3,3,3,1,3
11279,@KKESHKSA  رسالة شكر وتقدير لكم على كل جهودكم حقيقة ١٠ أيام وأنا مرافق مع الوالد في المشفى لديكم ولَم ألتمس إلا ما يسر الخاطر تميز وعناية يفوق كل الوصف حقيقة لا أَجِد كلمات تناسب عطائكم إلا أن يجزيكم الله عنا كل الخير من أطباء وموظفين وممرضين وحراس أمن شكرًا لكم  #2030,public,3,3,1,1,3
11280,@KKESHKSA مبدعين دائم مستشفي الملك خالد التخصصي للعيون هم من يلامسون بعض معانات الاطفال كوّن عملهم ذات اختصاص بخصوص إصابات الاطفال بهاذي الألعاب الناريه وبذات إصابات العيون شكرا مدير المستشفي شكرا الطاقم الطبي شكرا والاهم من طرح هاذي الفكرة ليتم التغريد فيها وتوعيت بعض أولياء الامور 🌹🌹🌹,public,3,3,1,1,3
11281,@KKESHKSA شكرا للجهود المقدمه من المستشفى على مالاحظته الان من اطباء الطواريء والخدمه المميزه للمرضى وهذا يدل على الاداره الناجحه تمنياتي لهم بالتوفيق وشكرا للدكتور عبدالعزيز الراجحي على مايقوم به في ادارة المستشفى,public,3,3,1,1,1
11282,@KKESHKSA ورى كل عمل عظيم  رجل عظيم ورجل طموع ورجل مبدع ورجل تقلد الامانه وقام بها على اكمل وجه شكرا للدكتور عبدالعزيز الراجحي وطاقمه الطبي واطباء وتمريض مستشفى الملك خالد التخصصي للعيون على مايقومون به وهذا مالمسته اثتاء تواجدي حاليا في المستشفى قسم الطواريء,public,3,3,1,1,1
11283,@KKESHKSA من افضل الرعاية للمريض عندكم ماشاء لله شيء يثلج الصدر خدمات 5 نجوم بارك فيكم ❤️😭مشكورين شكرا من اعماق القلب والله,public,3,3,3,1,3
11284,"@KKESHKSA الحمد لله،مفخره من صروح فخر الوطن،لهم منا الدعم  والدعاء.",public,3,3,3,1,3
11285,@KKESHKSA.شكراً قسم الطوارئ كنتم على مستوى عالي في استقبال حالتي و جزاكم الله خير الساعه الواحدة صباح يوم الاحد,public,3,3,3,1,1
11286,@KKESHKSA  @SaudiMOH #انتم_في_العيون الله يعطيكم العافيه فعلاً #مستشفئ_الملك_خالد_للعيون يستحق الإشادة من راس الهرم إلي أصغر موظف لديهم تميز وإهتمام بالمريض نظافة ترتيب استقبال أكثر من رائع المريض والزائر يحس بالفخر بهذا الصرح العظيم وفقكم الله وبارك في جهودكم #الجيش_السلماني  https://t.co/q0gE8QP24j,public,3,3,1,1,3
11287,@KKESHKSA شي يفلج الصدر ماقامو به لخدمة المرضى وهذا املنا وطموح كل مريض يتحقق اليوم في ظل قيادة وادارة الدكتور غبدالعزيز الراجحي وقروبه الطبي المميز,public,3,3,1,1,3
11288,@KKESHKSA  شكرا لادارة المستشفى لمست الكثير من الاهتمام بالمرضى وتغيير كامل بطريقة التعامل والمرونه مع المرضى,public,3,3,3,1,3
11289,@KKESHKSA انتم في القلب شكرا لكم والله يكتب اجركم ..,public,3,3,3,3,3
11290,@KKESHKSA دايما مبدعين شكرًا للجميع 👍🏻,public,3,3,3,3,3
11291,@KKESHKSA شكرا لكم مستشفى الملك خالد 😍❤️تم التواصل معي وصلني الموعد عن طريق ألايميل شكرا لكم,public,3,3,3,1,3
11292,@KKESHKSA الدكتور عبدالعزيز العرفج  ومدير مستشفى الملك يتساهل العرفج وكلهم شكرا لكم لي معكم 5 ماشفت منكم الى كل خير وكلهم اخلاق معي شكرا مستشفى الملك خالد شكرا من اعماق شكرا ثم شكرا ❤️😍,public,3,3,1,1,3
11293,@KKESHKSA ماشالله تبارك الله المستشفى ارتقى للأفضل وكل هذا بجهود الدكتور عبدالعزيز الراجحي:  وزير الصحة اختار للمستشفى  قائد ونعم القائد  اسس هرم المستشفى وكان اساس الهرم المريض (انتم في العيون ),public,3,3,1,1,3
11294,@KKESHKSA مستشفى جبار على جميع المستويات   بمثلكم نفخر,public,3,3,3,3,3
11295,@KKESHKSA يستاهلون كل خير شكرا مستشفى الملك خالد,public,3,3,3,3,3
11296,@KKESHKSA شكراً بحجم السماء على اهتمامكم ورعايتكم. حقآ صرح طبي شامخ يحتذى به.,public,3,3,3,1,3
11297,@KKESHKSA اشكركم مستشفى وطاقم عمل ممتاز 👍🏼❤️,public,3,3,1,1,3
11298,@KKESHKSA @hdhibi شكراً من القلب لهذا المستشفى العملاق ولكل الأطباء كافة وفعلاً أنتم تعملون بصمت لاسعاد مرضاكم.وشكر خاص مني شخصياً للدكتور. حسن الذيبي كبير في كل شئ فله مني جزيل الشكر ولن أوفيه حقه مهما تكلمت عنه.,public,3,3,1,3,3
11299,@KKESHKSA دائما أنتم سباقين للخير ولفتة جميلة منكم هذه المبادرة والتحفيز الله يكتب لكم الاجر والله يستاهلون الاطباء لو بكلمة جميلة ثناء على جهودهم وخدمة مراجعينهم الله يكتب لهم الاجر ويجزاهم الجنة .✨,public,3,3,1,1,3
11300,@KKESHKSA البيت الكبير واجبنا احنا نخدمه و لا نقدر نوفيه حقه ما حيينا .. جزى الله خيراً قامات في هذا المكان تتلمذنا على أخلاقهم و علمهم و تفانيهم في خدمة المرضى.. اذا كان هذا الصرح جزء من الوطن فلا شك انه وطن ينتمي له اطباء العيون ..,public,3,3,1,1,3
11301,@KKESHKSA جزاكم الله كل خير والعرفج رجل خير كويس وحقين الخدمة الاجتماعيه كويسين 😍😍احبكم,public,3,3,3,1,3
11302,@KKESHKSA وربي وربي انتم ممتازين ب المواعيد وكل شيء ❤️😘,public,3,1,3,1,3
11303,@KKESHKSA نشكرا قسم التنويم وقسم م قبل التنويم شكرا لكم ممتازين انتم ❤️,public,3,3,1,1,3
11304,@KKESHKSA بارك فيكم خدمات 5 نجوم رهيب جدا شكرا ثم شكرا وشكرا وكتب الله اجركم 😍😘❤️وربي احسن مستشفى انتم عناية تممام ربي يحفظكم لنا,public,3,3,3,1,3
11305,"@KKESHKSA الانتظارضروري حتى تأخذدورك عند الطبيب وإلا كيف يكون التنظيم، شكرا لهم بعد الله فقد أعادوا نظري بعد 30 سنة من العمى، قمة العناية والاهتمام بأقسام التنويم وبكافة التفاصيل حتى التشققات في الأسفلت الخارجي لها نصيب، مكثت عندهم قرب الشهرين ولحظت النجاح الإداري بنفسي باختصار فندق 5 نجوم",public,3,2,1,1,3
11306,@KKESHKSA شكرا مستشفى الملك خالد التخصصي العيون على الخدمة الممتاز في قسم التنويم وفِي قسم العمليات بارك فيكم ❤️,public,3,3,1,1,3
11307,"@KKESHKSA  بعد شكر الله تعالى ، أزجي شكري وامتناني للدكتور رمزي الجذيبي وزملائه على ما بذله في علاج زوجتي ، بارك الله فيكم ونفع بكم .",public,3,3,1,3,3
11308,@KKESHKSA @__q8latkon @BdahhAlmolhim @fayez_malki @AzAlRajhi شكرًا لمستشفى الملك خالد على سرعة إستجابته .. هذا العشم فيه وفي الأخوة القائمين عليه 💜,public,3,3,1,1,3
11309,@KKESHKSA @DrAwadQarni فعلا دكتور صالح ممتاز   الله يجزاه خير,public,3,3,1,3,3
11310,@KKESHKSA شكرا جزيلا سعيدا بتواصلكم الجاد ومراعاتكم لمرضاكم,public,3,3,3,1,3
11311,@KKESHKSA الشكر موصول للشخص اللي وصل عندي وناقشني وسمع معاناتي وتجاوبه معي الاستاذ الفاضل حسين البيشي شكرا لانسانيته وشكرا  لتواضعه وشكرا لشخصيته الراقيه فعلا الرجل المناسب في المكان المناسب  اتمنى له التوفيق,public,3,3,3,1,3
11312,@KKESHKSA مثال يحتذى به في مجال خدمة وتثقيف المجتمع طبياً. شكرا لكم من أعماق القلب,public,3,3,3,1,3
11313,@KKESHKSA تستأهلون الحصول على الاعتماد مستشفى ناجح عن تجربة الله يوفقكم يارب,public,3,3,3,1,3
11314,@KKESHKSA فخر لنا جميعا كسعوديين بكم وبهذا الصرح الطبي الكبير. من إنجاز إلى إنجاز يا وطن.,public,3,3,3,1,3
11315,@KKESHKSA شكرًا لفريق @KKESHKSA الرائع المتميز الذي عمل بمهنيه عاليه وبذل جهدا متميزا لاستيعاب وفحص العدد المتزايد من زوارالحمله في يوم البصر العالمي👏,public,3,3,1,1,3
11316,@KKESHKSA شكرا للجهد الرائع لمستشفى الملك خالد التخصصي للعيون #الرياض في #اليوم_العالمي_للبصر سواء ميدانيا أو عبر منصات التواصل الاجتماعي أو الميديا.,public,3,3,3,1,3
11317,@KKESHKSA شكرآ لكم من القلب د/ سعيد المطوع د/ ريم الهذيل د/ محمد العرج د/ روان الشبيب د/ دانيا الدهان وجميع طاقم التمريض في الطابق الثالث.,public,3,3,1,3,3
11318,@KKESHKSA بارك في الخدمات والعنايه في المرضى ❤️,public,3,3,3,1,3
11319,@KKESHKSA شكرآ لكم من اعماق قلبي صرح طبي نفخر به,public,3,3,3,3,3
11320,@KKESHKSA شكرا لتجاوبكم وتفاعلكم تم حجز موعدي 😂😂,public,3,2,3,1,3
11321,@KKESHKSA   نشكر لكم سرعة تجاوبكم ونفتخر بكم وكلمة شكراً لاتفيكم حقكم.🇸🇦,public,3,3,3,1,3
11322,@KKESHKSA  أشكركم  على كل شي قدمتوه من اهتمام رعايه تنظيم  ربي يجزاكم الخير,public,3,3,3,1,3
11323,@KKESHKSA شكرا الكم على الرعاية الصحية وحتى يقوم المريض من العمليه يكون ممرض عنده مشكورين,public,3,3,1,1,3
11324,@KKESHKSA الله يجزاكم خير ويبارك لكم شكراً لكم وللأطباء اللي في خدمه مرضاهم 👍🏻💚,public,3,3,1,1,3
11325,@KKESHKSA شكرا على التطور لديكمونتمنى المزيد.....,public,3,3,3,1,3
11326,@KKESHKSA   رحمك الله ياخالد العز صرح صحي نفخر فيه ...  https://t.co/K01kIohJc6,public,3,3,3,3,3
11327,@KKESHKSA جميلة جدا... ونقله رائعة لخدمة المرضى بيسر وتميز... بارك الله بجهودكم ومنها للأعلى 👍🏻,public,3,3,3,1,3
11328,@KKESHKSA اشكر جزيل الشكر الاخ محمد الاحمري لتدخلة في المواعيد كونة نظر في حالتي الصحية وبيض الله وجه,public,3,1,3,1,3
11329,@KKESHKSA  والله تستاهلون أفضل خدمة إلكترونية وواقعية.  من تجربة حقيقة.,public,3,3,3,1,3
11330,@KKESHKSA @AzAlRajhi   شكرا لكم لتعاونكم  شكرا لكم لطيبه قلوبكم  شكرا لما تقدمونه وانتم☺ #مبتسمون  كتب الله اجركم وبيض الله اجركم @dakash90,public,3,3,3,1,3
11331,@KKESHKSA مستشفى الملك خالد جدا ممتاز سويت عمليه عندكم أحسن مستشفى ب الشرق الأوسط,public,3,3,3,1,3
11332,@KKESHKSA ممتاز جداً اهنيكم على  مجهوداتكم 🌹,public,3,3,3,1,3
11333,@KKESHKSA شكرا من الاعماق على العنايه الرائعه و الأخلاق الحسنه سوا طاقم طبي #سعودي او #اجنبي. نفخر بكم . #مستشفى_الملك_خالد_التخصصي_للعيون,public,3,3,1,1,3
11334,@KKESHKSA صراحه وبدون اي مجامله المستشفى راقي جداا الخدمه روعه اسعدني كثيرا وانا اشاهد طاقم العمل الاداري والطبي سعوديين شكرا لكم استمرو,public,3,3,1,1,3
11335,@KKESHKSA   تم إطلاق النت المجاني  نأمل ايضا توفير شواحن بكل صالات الانتظار  كما نشكر سرعة الخدمه وجودتها وفقكم الله ...,public,3,3,3,1,3
11336,"@KKESHKSA  . #مستشفى_الملك_خالد_التخصصي_للعيون 💚🇸🇦 شكراً لخدماتكم الجليلة، وبحثكم الدائم عن الكمال،، . #دام_عزك_ياوطن 💚🇸🇦",public,3,3,3,1,3
11337,@KKESHKSA موفقين والى الامام . مشكلتكم المواعيد ولاعليكم ملامة زحححمه . انما مهنية راقيه . اتمنى ان تحذو حذوكم باقي الجهات الخدمية .. تحياتي,public,3,0,3,1,3
11338,"@KKESHKSA د.احمد الهبش ، شكرا على حسن تعاملك وانسانيتك مع المريض",public,3,3,1,3,3
11339,@KKESHKSA @hakem_m2014 شكرا لك وشكرا مستشفى الملك خالد يعطيكم العافيه😍❤️,public,3,3,3,3,3
11340,@KKESHKSA @hakem_m2014 معلومات جدا قيمه يعطيكم العافيه يارب كفيتو ووفيتو والله شكرا لكم من القلب ✨🤍,public,3,3,3,1,3
11341,@KKESHKSA ماشاءالله ....كلنا فخر بك دكتورتنا 😍,public,3,3,1,3,3
11342,@KKESHKSA في البارحه احتفلنا سويا بيوم المرأه العالمي واليوم نفخر بالانجاز الجديد للدكتوره عهود عويضه والطاقم الطبي اللهم لك الحمد 💞,public,3,3,1,3,3
11343,@KKESHKSA الحمدلله انجاز عظيم يستحق الفخر يعطيك العافيه دكتوره عهود بمثلكم نفخر وبكم نرتقي ونتطور,public,3,3,1,3,3
11344,"@KKESHKSA @hakem_m2014 انجازات تثلج الصدر، شكرا من القلب ودعواتي لكم بالتوفيق 🌺",public,3,3,3,1,3
11345,@KKESHKSA @hafezalfaleh كلنا فخر,public,3,3,3,3,3
11346,"@KKESHKSA ماشاء الله تبارك الله ، فخر الدكتوره عهود وطاقمها ..",public,3,3,1,3,3
